italian,medieval
"invece all'Inferno l'ombra si rabbuia all'esterno, tanto quanto la mente è rattristata","ma giù s’abbuia l’ombra di fuor, come la mente è trista"
"Ed ecco apparire una lupa, che nella sua magrezza sembra piena di tutti i desideri e spinse molte persone a vivere miseramente","Ed una lupa, che di tutte brame sembiava carca ne la sua magrezza, e molte genti fé già viver grame"
"quando io, che avevo un corpo in carne e ossa, vinto dal sonno, mi sdraiai sull'erba dove già sedevamo tutti e cinque","quand’io, che meco avea di quel d’Adamo, vinto dal sonno, in su l’erba inchinai là ‘ve già tutti e cinque sedavamo"
"e non posso certo descrivere qui l'amore che io vidi allora nei suoi occhi santi:non solo perché io non mi fido delle mie capacità espressive, ma perché la mia memoria non può tornare a ricordare tanto, se non è sorretta da Dio","e qual io allor vidi ne li occhi santi amor, qui l’abbandono: non perch’io pur del mio parlar diffidi, ma per la mente che non può redire sovra sé tanto, s’altri non la guidi"
"Io vidi, e ancora ne provo orrore in cuore, un dannato che esitava, proprio come quando una rana resta fuor d'acqua e un'altra si immerge","I’ vidi, e anco il cor me n’accapriccia, uno aspettar così, com’elli ’ncontra ch’una rana rimane e l’altra spiccia"
"allo stesso modo vidi temere i fanti che uscivano dal castello di Caprona secondo i termini della resa, vedendosi tra tanti nemici","così vid’io già temer li fanti ch’uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti"
Poi non disse più nulla,E più non fé parola
"e se invece sono morti, quale privilegio gli consente di non indossare il pesante mantello","e s’e’ son morti, per qual privilegio vanno scoperti de la grave stola"
Questo secondo modo sembra violare solo il vincolo d'amore che la natura stringe,Questo modo di retro par ch’incida pur lo vinco d’amor che fa natura
"ma ora è inevitabile che io desista dal seguire la sua bellezza, scrivendo i miei versi, come un artista che ha raggiunto il limite estremo delle sue capacità","ma or convien che mio seguir desista più dietro a sua bellezza, poetando, come a l’ultimo suo ciascuno artista"
me li immagino al punto che già li sento,"io li ’magino sì, che già li sento"
E io a lui:,E io a lui:
"Ora, se rifletti su questo, capirai l'alto valore del voto, purché sia fatto in modo tale che sia bene accetto a Dio ed abbia il consenso di chi lo pronuncia","Or ti parrà, se tu quinci argomenti, l’alto valor del voto, s’è sì fatto che Dio consenta quando tu consenti"
"Mi piacque la vita di una bestia e non di un uomo, proprio come il bastardo che fui","Vita bestial mi piacque e non umana, sì come a mul ch’i’ fui"
"anzi, tenendo i piedi fermi sbadigliava come se fosse colpito dal sonno o dalla febbre","anzi, co’ piè fermati, sbadigliava pur come sonno o febbre l’assalisse"
"Mi sembrava che ci coprisse una nube luminosa, spessa, solida e tersa, simile a un diamante illuminato dal sole","Parev’a me che nube ne coprisse lucida, spessa, solida e pulita, quasi adamante che lo sol ferisse"
"e con questa sollecitudine salii tutta la scala scavata tra la roccia, fin dove inizia la V Cornice","e tal, quanto si fende la roccia per dar via a chi va suso, n’andai infin dove ‘l cerchiar si prende"
"e presto ci si accorgerà del raccolto di questa cattiva coltura, quando il loglio","e tosto si vedrà de la ricolta de la mala coltura, quando il loglio si lagnerà che l’arca li sia tolta"
"Mi prese un tale desiderio di essere in alto, oltre a quello che avevo, che poi ad ogni passo mi sentivo crescere le penne","Tanto voler sopra voler mi venne de l’esser sù, ch’ad ogne passo poi al volo mi sentia crescer le penne"
Io ti ho posto le vivande di fronte: adesso devi mangiare da solo,Messo t’ho innanzi: omai per te ti ciba
"Se vuoi sapere chi siano questi due, sappi che vengono dalla valle da cui scende il fiume Bisenzio, come il padre loro Alberto","Se vuoi saper chi son cotesti due, la valle onde Bisenzo si dichina del padre loro Alberto e di lor fue"
voi mi sollevate a tal punto che io sono superiore a me stesso,"voi mi levate sì, ch’i’ son più ch’io"
voi mi incoraggiate a parlare con sicurezza,voi mi date a parlar tutta baldezza
"così la mia donna sotto cui il Sole sembra muoversi più lentamente:a tal punto che, vedendola io così piena di attesa, divenni come colui che desidera qualcosa ma, nell'attesa, si accontenta solamente di sperare","così la donna mia stava eretta e attenta, rivolta inver’ la plaga sotto la quale il sol mostra men fretta: sì che, veggendola io sospesa e vaga, fecimi qual è quei che disiando altro vorria, e sperando s’appaga"
"Colui che mostrò una provvidenza e un'arte infinita con la sua meravigliosa opera di creazione del mondo, che creò l'uno e l'altro emisfero e diede a giove la capacità di avere influssi più benevoli di marte, si fece uomo con cristo, per rischiarare le letture sacre.","Que' ch'infinita providenzia ed arte mostrò nel suo mirabil magistero, che criò questo e quell'altro emispero e mansueto piú giove che marte, vegnendo in terra a 'lluminar le carte ch'avean molt'anni già celato il vero, tolse giovanni da la rete e piero, e nel regno del ciel fece lor parte."
"Tra i ladri incontrai cinque tuoi cittadini, tali che a me viene vergogna e tu certo non acquisti onore","Tra li ladron trovai cinque cotali tuoi cittadini onde mi ven vergogna, e tu in grande orranza non ne sali"
"la chiamarono Mantova dal nome di colei che scelse per prima il luogo, senza ricorrere ad altri sortilegi","e per colei che ’l loco prima elesse, Mantua l’appellar sanz’altra sorte"
"Oh, grazia abbondante per la quale ebbi l'ardire di fissare lo sguardo nella luce eterna, al punto che portai la mia vista al limite estremo delle sue capacità","Oh abbondante grazia ond’io presunsi ficcar lo viso per la luce etterna, tanto che la veduta vi consunsi"
"Come quando il raggio luminoso viene riflesso dall'acqua o da uno specchio, così che il raggio che sale forma un angolo identico a quello del raggio che scende rispetto alla verticale al piano, conformemente a quanto l'esperienza e la scienza dimostrano","Come quando da l’acqua o da lo specchio salta lo raggio a l’opposita parte, salendo su per lo modo parecchio a quel che scende, e tanto si diparte dal cader de la pietra in igual tratta, sì come mostra esperienza e arte"
"Lo lasciammo qui, né dirò altro di lui","Quivi il lasciammo, che più non ne narro"
"Come colui che ha così vicino il ribrezzo della febbre quartana che ha già le unghie livide, e trema tutto solo guardando l'ombra,così divenni io nell'udire quelle parole","Qual è colui che sì presso ha ’l riprezzo de la quartana, c’ha già l’unghie smorte, e triema tutto pur guardando ’l rezzo, tal divenn’io a le parole porte"
"e Cesare, per sottomettere Ilerda, colpì Marsiglia e poi corse in Spagna","e Cesare, per soggiogare Ilerda, punse Marsilia e poi corse in Ispagna"
E il mio maestro mi disse:,E ’l duca mio a me:
"Ma chi considerasse il tema gravoso sta percorrendo non è adatto a una piccola imbarcazione, né a un timoniere che risparmi le sue forze","Ma chi pensasse il ponderoso tema e l’omero mortal che se ne carca, nol biasmerebbe se sott’esso trema: non è pareggio da picciola barca quel che fendendo va l’ardita prora, né da nocchier ch’a sé medesmo parca"
fu imperatrice di molti popoli,fu imperadrice di molte favelle
"dal momento che il tuo intelletto non è ancora sicuro dietro la verità, ma ti fa girare a vuoto come solitamente accade in questi casi:ciò che tu vedi sono creature reali, relegate qui per inadempienza di voto","poi sopra ‘l vero ancor lo piè non fida, ma te rivolve, come suole, a vòto: vere sustanze son ciò che tu vedi, qui rilegate per manco di voto"
"O sommo sapiente, che mi conduci per i Cerchi infernali,","O virtù somma, che per li empi giri mi volvi"
E io:,E io:
"Tu stesso ti rendi incapace di comprendere con una falsa immaginazione, così che non vedi ciò che vedresti se te fossi liberato","Tu stesso ti fai grosso col falso imaginar, sì che non vedi ciò che vedresti se l’avessi scosso"
a un tratto si sentì provenire dalla Bolgia una voce che pronunciava parole sconnesse,"onde una voce uscì de l’altro fosso, a parole formar disconvenevole"
"Credo di aver visto la forma universale di questo nodo, perché mentre ne parlo sento accrescere in me la gioia","La forma universal di questo nodo credo ch’i’ vidi, perché più di largo, dicendo questo, mi sento ch’i’ godo"
"e percorreva il cielo in senso contrario a quello percorso dal sole quando tramonta fra Sardegna e Corsica, per chi guarda da Roma",e correa contro ‘l ciel per quelle strade che ‘l sole infiamma allor che quel da Roma tra Sardi e ‘ Corsi il vede quando cade
"Io spinsi il figlio contro il padre: Achitofel non fece cosa diversa con Assalonne e David, con malvagi incitamenti",Io feci il padre e ’l figlio in sé ribelli: Achitofèl non fé più d’Absalone e di Davìd coi malvagi punzelli
"O Rubicante, mettigli gli artigli addosso e scuoialo","O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi"
allora io mi separai dai dannati gravati dal peso e seguii i cari passi di Virgilio,ond’io da li ’ncarcati mi parti’  dietro a le poste de le care piante
Lì una Cornice circonda il monte come la prima,"Ivi così una cornice lega dintorno il poggio, come la primaia"
"L'innata e continua sete del regno simile a Dio ci portava in alto, veloci quasi come il movimento dei Cieli",La concreata e perpetua sete del deiforme regno cen portava veloci quasi come ‘l ciel vedete
O piacevole freschezza che mitiga la cieca passione che arde qui sulla terra tra gli sciocchi.,O refrigerio al cieco ardor ch' avampa qui fra i mortali sciocchi.
ognuna è fasciata dalla fiamma che la avvolge,catun si fascia di quel ch’elli è inceso
"Casella mio, faccio questo viaggio per tornare nuovamente qui dove mi trovo","Casella mio, per tornar altra volta là dov’io son, fo io questo viaggio"
Che vita completa d'amore e di pace,oh vita intègra d’amore e di pace
"O salda difesa della gente afflitta contro i colpi della morte e della fortuna, con la quale non solo si sopravvive ma si trionfa.","O saldo scudo de l'afflitte genti contra colpi di morte e di fortuna, sotto 'l qual si triunfa, non pur scampa."
"Questo è un tempo brevissimo rispetto all'eternità, più breve di un batter di ciglia rispetto al movimento del cielo che si muove più lentamente","ch’è più corto spazio a l’etterno, ch’un muover di ciglia al cerchio che più tardi in cielo è torto"
risolvetemi quel dubbio che aggroviglia i miei ragionamenti,solvetemi quel nodo che qui ha ’nviluppata mia sentenza
"e vi è chi sembra adombrarsi per aver ricevuto un'offesa al punto di desiderare la vendetta, e quindi predispone il male altrui","ed è chi per ingiuria par ch’aonti, sì che si fa de la vendetta ghiotto, e tal convien che ‘l male altrui impronti"
"e già ieri notte c'era plenilunio: te ne dovresti ricordare, poiché ti giovò talvolta nella selva oscura","e già iernotte fu la luna tonda: ben ten de’ ricordar, ché non ti nocque alcuna volta per la selva fonda"
"Verrà forse un giorno in cui alla meta abituale ritornerà la donna bella e crudele, e a quel luogo, dove ella mi vide nel benedetto giorno dell'incontro, volga i suoi occhi pieni di desiderio e di letizia, cercando di me.","Tempo verrà ancor forse ch' a l' usato soggiorno torni la fera bella e mansueta, e là 'v' ella mi scorse nel benedetto giorno volga la vista disiosa e lieta, cercandomi."
"Non appena ebbi distolto il mio sguardo da esse, volgendomi un poco al cielo boreale da dove ormai l'Orsa Maggiore era tramontata, vidi accanto a me un vecchio solitario, che a guardarlo ispirava tanto rispetto quanto è quello che un figlio deve al proprio padre","Com’io da loro sguardo fui partito, un poco me volgendo a l ‘altro polo, là onde il Carro già era sparito,  vidi presso di me un veglio solo, degno di tanta reverenza in vista, che più non dee a padre alcun figliuolo"
"e la gemma non si separò dal suo nastro, ma percorse il braccio della croce simile a un fuoco dietro una parete di alabastro","né si partì la gemma dal suo nastro, ma per la lista radial trascorse, che parve foco dietro ad alabastro"
ma il tuo popolo se ne riempie sempre la bocca,ma il popol tuo l’ha in sommo de la bocca
"Allora sta' qui, perché sei ben punito","Però ti sta, ché tu se’ ben punito"
Qui la pietà ha valore solo quando è morta del tutto,Qui vive la pietà quand’è ben morta
"Ma tu chi sei, che domandi della nostra condizione e hai gli occhi liberi, come io credo, e parli respirando","Ma tu chi se’, che nostre condizioni vai dimandando, e porti li occhi sciolti, sì com’io credo, e spirando ragioni"
