italian,dante
"La seconda gerarchia, che germoglia così in questa eterna primavera che l'autunno non può mai spogliare, canta per l'eternità 'osanna' in tre melodie, che risuonano nei tre ordini angelici pieni di gioia che la costituiscono","L’altro ternaro, che così germoglia in questa primavera sempiterna che notturno ariete non dispoglia, perpetualemente ‘osanna’ sberna con tre melode, che suonano in tree ordini di letizia onde s’interna"
"In questa gerarchia vi sono le altre intelligenze angeliche: prima le dominazioni, poi le virtù","In essa gerarcia son l’altre dee: prima dominazioni, e poi virtudi"
Infine il terzo ordine è delle potestà,L’ordine terzo di podestadi èe
Poi nel terzultimo e penultimo ordine ruotano principati e arcangeli,Poscia ne’ due penultimi tripudi principati e arcangeli si girano
L'ultimo ordine è tutto di angeli festanti,L’ultimo è tutto d’angelici ludi
"Questi ordini ammirano tutti verso l'alto e attirano a sé il mondo inferiore, cosicché tutti sono attratti da dio e attraggono a loro volta il mondo a sé","Questi ordini di sù tutti s’ammirano, e di giù vincon sì, che verso dio tutti tirati sono e tutti tirano"
"E dionigi areopagita si mise con tanto desiderio a contemplare questi ordini, che li elencò e li nominò come ho fatto io","E dionisio con tanto disio a contemplar questi ordini si mise, che li nomò e distinse com’io"
"Gregorio magno, in seguito, si allontanò da lui",Ma gregorio da lui poi si divise
"Cosicché, non appena vide coi suoi occhi questo cielo, rise di se stesso","Onde, sì tosto come li occhi aperse in questo ciel, di sé medesmo rise"
"E se un mortale in terra poté affrontare una materia così profonda, non devi stupirti","E se tanto secreto ver proferse mortale in terra, non voglio ch’ammiri"
"Infatti a dionigi essa venne svelata da chi la vide quassù, insieme a molte altre cose di questi ordini angelici",Ché chi ‘l vide qua sù gliel discoperse con altro assai del ver di questi giri
"Quando entrambi i figli di latona, sotto le due costellazioni di ariete e bilancia, fanno entrambi cintura dell'orizzonte, quant'è il tempo che passa dal momento in cui lo zenit li tiene in equilibrio fino a quello in cui si liberano dalla cintura cambiando emisfero, altrettanto tempo beatrice restò in silenzio e sorridente, guardando fisso nel punto luminoso che aveva sopraffatto la mia vista","Quando ambedue li figli di latona, coperti del montone e de la libra, fanno de l’orizzonte insieme zona, quant’è dal punto che ‘l cenìt inlibra infin che l’uno e l’altro da quel cinto, cambiando l’emisperio, si dilibra, tanto, col volto di riso dipinto, si tacque beatrice, riguardando fiso nel punto che m’avea vinto"
Poi iniziò:,Poi cominciò:
"Io dico e non ti chiedo quello che vuoi sentire, perché io l'ho letto là dove ogni tempo e ogni luogo si concentrano","Io dico, e non dimando, quel che tu vuoli udir, perch’io l’ho visto là ‘ve s’appunta ogne ubi e ogne quando"
"Non al fine di accrescere il proprio bene, cosa impossibile, ma affinché il suo splendore fosse riflesso in altri esseri che dicessero ""io esisto"", l'amore eterno di dio si moltiplicò in altri amori, come gli piacque, nella sua eternità fuori del tempo e dello spazio","Non per aver a sé di bene acquisto, ch’esser non può, ma perché suo splendore potesse, risplendendo, dir ""subsisto"", in sua etternità di tempo fore, fuor d’ogne altro comprender, come i piacque, s’aperse in nuovi amor l’etterno amore"
Questo non significa che prima giacesse inoperoso,Né prima quasi torpente si giacque
Dal momento che nella creazione divina di questi cieli non ci fu un prima né un dopo,Ché né prima né poscia procedette lo discorrer di dio sovra quest’acque
"La forma e la materia, unite fra loro e pure, crearono degli esseri che non avevano imperfezioni, come tre saette vengono scoccate da un arco con tre corde","Forma e materia, congiunte e purette, usciro ad esser che non avia fallo, come d’arco tricordo tre saette"
"E come il raggio luminoso risplende attraverso un corpo trasparente, in modo tale che tra il suo giungere e il brillare non c'è intervallo di tempo, così il triforme atto creativo di dio si irradiò insieme nel suo essere, senza successione di tempo","E come in vetro, in ambra o in cristallo raggio resplende sì, che dal venire a l’esser tutto non è intervallo, così ‘l triforme effetto del suo sire ne l’esser suo raggiò insieme tutto sanza distinzione in essordire"
L'ordine e la struttura del cosmo furono concreate insieme,Concreato fu ordine e costrutto a le sustanze
"E gli angeli, prodotti dall'atto puro, occuparono la parte più elevata dell'universo",E quelle furon cima nel mondo in che puro atto fu produtto
La potenza pura occupò la parte più bassa,Pura potenza tenne la parte ima
"Nel mezzo, atto e potenza furono stretti insieme da un legame tanto saldo, che non può mai essere sciolto","Nel mezzo strinse potenza con atto tal vime, che già mai non si divima"
San girolamo scrisse che gli angeli furono creati molti secoli prima della creazione del mondo sensibile,Ieronimo vi scrisse lungo tratto di secoli de li angeli creati anzi che l’altro mondo fosse fatto
"Ma la verità che io ho esposto è scritta in più luoghi delle sacre scritture, e tu lo capirai se le leggi con attenzione","Ma questo vero è scritto in molti lati da li scrittor de lo spirito santo, e tu te n’avvedrai se bene agguati"
"E anche la ragione lo può capire, dal momento che non è possibile che i motori dei cieli esistessero per tanto tempo senza giungere a perfezione, inoperose","E anche la ragione il vede alquanto, che non concederebbe che ‘ motori sanza sua perfezion fosser cotanto"
"Ora sai dove, quando e come furono creati questi amori : cosicché già tre tuoi desideri sono stati appagati",Or sai tu dove e quando questi amori furon creati e come: sì che spenti nel tuo disio già son tre ardori
"Non si arriverebbe, contando, al venti, così rapidamente come una parte degli angeli turbò il soggetto dei vostri elementi","Né giugneriesi, numerando, al venti sì tosto, come de li angeli parte turbò il suggetto d’i vostri alementi"
"L'altra rimase fedele, e iniziò l'opera di fissare nella mente di dio che tu vedi qui, con tale gioia che non smette mai di ruotare attorno al punto luminoso","L’altra rimase, e cominciò quest’arte che tu discerni, con tanto diletto, che mai da circuir non si diparte"
"La causa della caduta fu la maledetta superbia di colui che tu hai visto schiacciato da tutti i pesi del mondo, confitto al centro della terra",Principio del cader fu il maladetto superbir di colui che tu vedesti da tutti i pesi del mondo costretto
"Quegli angeli che vedi qui, invece, ebbero la modestia di riconoscere di essere stati creati dalla bontà divina, dotati di una tale intelligenza:perciò la loro visione di dio fu accresciuta dalla grazia illuminante e dal loro merito, dal momento che sono dotati di volontà ferma e piena","Quelli che vedi qui furon modesti a riconoscer sé da la bontate che li avea fatti a tanto intender presti: per che le viste lor furo essaltate con grazia illuminante e con lor merto, si c’hanno ferma e piena volontate"
"E non voglio che tu abbia dubbi, ma devi essere certo che il ricevere la grazia è un merito, commisurato alla volontà di ottenerla","E non voglio che dubbi, ma sia certo, che ricever la grazia è meritorio secondo che l’affetto l’è aperto"
"Ormai puoi capire da solo molte cose intorno a questa assemblea, senz'altro aiuto, se hai compreso bene le mie parole","Omai dintorno a questo consistorio puoi contemplare assai, se le parole mie son ricolte, sanz’altro aiutorio"
"Ma poiché sulla terra nelle vostre scuole filosofiche si insegna che la natura angelica è tale che possiede intelletto, volontà e memoria, parlerò ancora, perché tu veda la verità schietta che nel mondo viene confusa per gli equivoci di siffatti insegnamenti","Ma perché ‘n terra per le vostre scole si legge che l’angelica natura è tal, che ‘ntende e si ricorda e vole, ancor dirò, perché tu veggi pura la verità che là giù si confonde, equivocando in sì fatta lettura"
"Queste intelligenze angeliche, non appena furono felici contemplando dio, non distolsero lo sguardo dalla sua mente, da cui nulla può essere celato:perciò la loro visione non è interrotta da alcun nuovo oggetto, e dunque non hanno bisogno di ricordare concetti acquisiti in diversi momenti","Queste sustanze, poi che fur gioconde de la faccia di dio, non volser viso da essa, da cui nulla si nasconde: però non hanno vedere interciso da novo obietto, e però non bisogna rememorar per concetto diviso"
"Allora sulla terra si sogna ad occhi aperti, dicendo cose inesatte in buona e cattiva fede","Sì che là giù, non dormendo, si sogna, credendo e non credendo dicer vero"
Tuttavia chi è in malafede suscita più vergogna ed è più colpevole,Ma ne l’uno è più colpa e più vergogna
"Voi, filosofando sulla terra, non percorrete un'unica strada: a tal punto siete trasportati dall'amore e dal desiderio di apparire",Voi non andate giù per un sentiero filosofando: tanto vi trasporta l’amor de l’apparenza e ‘l suo pensiero
"E questo, tuttavia, quassù è tollerato con minore disdegno, rispetto a quando la sacra scrittura è trascurata oppure deformata",E ancor questo qua sù si comporta con men disdegno che quando è posposta la divina scrittura o quando è torta
"Voi non pensate al sangue versato per diffondere nel mondo la parola di dio, e quanto piace chi si unisce ad essa con tutta umiltà",Non vi si pensa quanto sangue costa seminarla nel mondo e quanto piace chi umilmente con essa s’accosta
"Ciascuno, per fare sfoggio di sapienza, si ingegna e produce delle invenzioni",Per apparer ciascun s’ingegna e face sue invenzioni
"E quelle sono trattate ampiamente dai predicatori, che trascurano il vangelo",E quelle son trascorse da’ predicanti e ‘l vangelio si tace
"Qualcuno afferma che, nella passione di cristo, la luna tornò indietro e si interpose al sole in un'eclissi, causandone così l'oscuramento","Un dice che la luna si ritorse ne la passion di cristo e s’interpuose, per che ‘l lume del sol giù non si porse"
"E dice il falso, poiché la luce del sole si oscurò da sola: infatti tale eclissi fu vista dagli spagnoli e dagli indiani, come dagli abitanti di gerusalemme","E mente, ché la luce si nascose da sé: però a li spani e a l’indi come a’ giudei tale eclissi rispuose"
Firenze non ha tanti lapi e bindi quante sono le favole che ogni anno si gridano dal pulpito in ogni luogo,Non ha fiorenza tanti lapi e bindi quante sì fatte favole per anno in pergamo si gridan quinci e quindi
"Cosicché le pecorelle ignoranti tornano dal pascolo dopo essersi cibate di vento, e non è una scusante il fatto di non vedere il proprio danno","Sì che le pecorelle, che non sanno, tornan del pasco pasciute di vento, e non le scusa non veder lo danno"
Cristo non disse ai suoi primi apostoli: 'andate e predicate ciance ai fedeli',"Non disse cristo al suo primo convento: ‘andate, e predicate al mondo ciance’"
Ma diede loro un fondamento di verità,Ma diede lor verace fondamento
"E nelle guance degli apostoli risuonò soltanto quello, sicché usarono il vangelo come scudo e lance per combattere e diffondere la fede","E quel tanto sonò ne le sue guance, sì ch’a pugnar per accender la fede de l’evangelio fero scudo e lance"
"Ora i predicatori si esibiscono in motti e lazzi, e purché abbiano suscitato il riso si gonfiano di orgoglio e non chiedono altro","Ora si va con motti e con iscede a predicare, e pur che ben si rida, gonfia il cappuccio e più non si richiede"
"Ma nel cappuccio si annida un tale uccello, che se fosse visto dal popolo questo capirebbe quanto valgono le indulgenze in cui sperano","Ma tale uccel nel becchetto s’annida, che se ’l vulgo il vedesse, vederebbe la perdonanza di ch’el si confida"
"Perciò in terra è cresciuta una tale stupidità che, senza prova di alcuna testimonianza, si corre dietro ad ogni promessa","Per cui tanta stoltezza in terra crebbe, che, sanza prova d’alcun testimonio, ad ogne promession si correrebbe"
"Con questo sant'antonio abate ingrassa il maiale e molti altri che sono ancora più porci, pagando monete senza conio","Di questo ingrassa il porco sant’antonio, e altri assai che sono ancor più porci, pagando di moneta sanza conio"
